index,id,symbol,name
1939,buff-doge,buffdoge,Buff Doge
1940,buff-doge-coin,dogecoin,Buff Doge Coin
1941,buffed-kishu,bkishu,Buffed Kishu
1942,buffedshiba,bshib,BuffedShiba
1943,buff-samo,bsamo,Buff Samo
1944,buff-shiba-inu,buffshiba,Buff Shiba Inu
1945,buffswap,buffs,BuffSwap
1946,bugg-finance,bugg,BUGG Finance
1947,bugg-inu,bugg,Bugg Inu
1948,build-finance,build,BUILD Finance
1949,buildin,bin,Buildin
1950,buildup,bup,BuildUp
1951,bukh,bukh,bUKHI
1952,bulk-network,bulk,Bulk Network
1953,bull-coin,bull,Bull Coin
1954,bulldoge-inu,bulld,Bulldoge Inu
1955,bulldogswap,budg,BullDogSwap
1956,bulldog-token,bdog,Bulldog Token
1957,bulleon,bul,Bulleon
1958,bullex,blx,BulleX
1959,bullion,cbx,Bullion
1960,bullionfx,bull,BullionFX
1961,bullish-af,bullaf,Bullish AF
1962,bullishapes,bullish,BullishApes
1963,bullperks,blp,BullPerks
1964,bullrise,bull,BullRise
1965,bull-run,brun,Bull Run
1966,bullrun2-0,br2.0,BullRun2.0
1967,bull-run-token,br,Bull Run Finance
1968,bullswap-protocol,bvl,Bullswap Protocol
1969,bumo,bu,BUMO
1970,bumoon,bumn,BUMooN
1971,bumper,bump,Bumper
1972,bundle-dao,bdl,Bundle Dao
1973,bundles,bund,Bundles
1974,bunicorn,buni,Bunicorn
1975,bunnycake,bunnycake,BunnyCake
1976,bunnycoin,bun,Bunnycoin
1977,bunny-farm,BNF,Bunny Farm
1978,bunnygirl,bunnygirl,BunnyGirl
1979,bunnypark,bp,BunnyPark
1980,bunnypark-game,bg,BunnyPark Game
1981,bunnyrocket,bunnyrocket,BunnyRocket
1982,bunnytoken,bunny,BunnyToken
1983,bunny-token-polygon,polybunny,Pancake Bunny Polygon
1984,bunny-vault-nftx,bunny,BUNNY Vault (NFTX)
1985,bunny-zilla,bunnyzilla,Bunny Zilla
1986,bunscake,bscake,Bunscake
1987,buocoin,buoc,BuoCoin
1988,burency,buy,Burency
1989,burgerburn,brgb,BurgerBurn
1990,burger-swap,burger,Burger Swap
1991,burn1coin,burn1coin,Burn1Coin
1992,burndoge,burndoge,BurnDoge
1993,burningmoon,bm,BurningMoon
1994,burnrocket,burnrocket,BurnRocket
1995,burnt-cake,bcake,Burnt Cake
1996,burnx,burnx,BurnX
1997,burnx20,burnx20,BurnX 2.0
1998,busdx,busdx,BUSDX
1999,business-credit-substitute,bcs,Business Credit Substitute
2000,busta,bust,BUSTA
2001,busy-dao,busy,Busy DAO
2002,buttcoin-2,butt,Buttcoin
2003,butterfly-protocol-2,bfly,Butterfly Protocol
2004,butterswap,butter,ButterSwap
2005,butter-token,butter,Butter Token
2006,buu-inu,buu,Buu Inu
2007,buxcoin,bux,BUXCOIN
2008,buy-coin-pos,bcp,BuyCoinPos
2009,buying,buy,Buying.com
2010,buymainstreet,$mainst,BuyMainStreet
2011,buysell,bull,BuySell
2012,buyucoin-token,buc,BuyUCoin Token
2013,buzzcoin,buzz,BuzzCoin
2014,buzzshow,gldy,Buzzshow
2015,bxbtc,bxbtc,bxBTC
2016,bxh,bxh,BXH Token
2017,bxiot,bxiot,bXIOT
2018,bxmi-token,bxmi,Bxmi Token
2019,bycoin,byco,Bycoin
2020,byteball,gbyte,Obyte
2021,bytecoin,bcn,Bytecoin
2022,bytedex,bext,ByteDex
2023,bytenext,bnu,ByteNext
2024,bytom,btm,Bytom
2025,bytus,byts,Bytus
2026,bytz,bytz,BYTZ
2027,bzedge,bze,BZEdge
2028,bzx-protocol,bzrx,bZx Protocol
2029,bzzone,bzzone,Bzzone
2030,caash,cash,Caash
2031,caashcow,COW,CaashCow
2032,caave,caave,cAAVE
2033,cabana-token,cba,Cabana Token
2034,cache-gold,cgt,CACHE Gold
2035,cacti-club,cacti,Cacti Club
2036,cad-coin,cadc,CAD Coin
2037,cafeswap-token,brew,CafeSwap Token
2038,cage,c4g3,Cage
2039,cage-governance,cgt,Cage Governance
2040,caica-coin,cicc,CAICA Coin
2041,caietf-finance,cai,CAIETF.Finance
2042,cajutel,caj,Cajutel
2043,cake-bank,cakebank,Cake Bank
2044,cake-girl,cakegirl,Cake Girl
2045,cake-monster,monsta,Cake Monster
2046,cakepunks,cakepunks,CAKEPUNKS
2047,caketools,ckt,Caketools
2048,cakeup,CakeUp,CakeUp
2049,cakezilla,cakezilla,CakeZilla
2050,calamari-network,kma,Calamari Network
2051,calcifer,CALCIFER,Calcifer
2052,calicoin,cali,CaliCoin
2053,californium,cf,Californium
2054,callisto,clo,Callisto Network
2055,caluracoin,clc,CaluraCoin
2056,calypso,cyo,Calypso
2057,camp,camp,Camp
2058,campuscash,ccash,CampusCash
2059,canada-coin,cadax,Canada Coin
2060,canary,cnr,Canary
2061,candela-coin,cla,Candela Coin
2062,candybooty,booty,CandyBooty
2063,candylad,candylad,Candylad
2064,candy-protocol,cad,Candy Protocol
2065,cannabiscoin,cann,CannabisCoin
2066,cannabis-seed-token,cana,Cannabis Seed Token
2067,cannumo,canu,Cannumo
2068,canon-crypto,cato,Canon Crypto
2069,canopus,opus,Canopus
2070,canyacoin,can,CanYaCoin
2071,cap,cap,Cap
2072,capital-aggregator-token,cat,Capital Aggregator Token
2073,capital-dao-starter-token,cds,Capital DAO Starter Token
2074,capital-finance,cap,Capital.finance
2075,capitalsharetoken,csto,Capitalsharetoken
2076,capital-x-cell,cxc,CAPITAL X CELL
2077,capitol,cptl,Capitol
2078,cappasity,capp,Cappasity
2079,captain,capt,Captain
2080,caramelswap,mel,CaramelSwap
2081,carat,carat,CARAT
2082,carbon,crbn,Carbon
2083,carboncoin,carbon,Carboncoin
2084,carbon-coin,cbc,Carbon Coin
2085,carbondefi,carbo,CarbonDEFI
2086,carboneco,c0,CarbonEco
2087,carboneum,c8,Carboneum
2088,carbon-finance,carbon,Carbon Finance
2089,carbon-gems,gems,Carbon GEMS
2090,carbon-labs,carb,Carbon Labs
2091,carbon-utility-token,cut,Carbon Utility Token
2092,car-coin,ccm,Car Coin
2093,cardano,ada,Cardano
2094,cardanoevo,cevo,CardanoEvo
2095,cardanomics,adx,Cardanomics
2096,cardax,cdx,Cardax
2097,cardence,$crdn,Cardence
2098,cardstack,card,Cardstack
2099,cardstarter,cards,Cardstarter
2100,cardswap,cswap,CardSwap
2101,card-vaulti-nftx,card,CARD Vault (NFTX)
2102,cardwallet,cw,CardWallet
2103,care-coin,crc,Care Coin
2104,cargo-gems,gem,Cargo Gems
2105,cargox,cxo,CargoX
2106,caribmarsx,CMX,CaribMarsX
2107,carma-coin,carma,Carma Coin
2108,carnomaly,carr,Carnomaly
2109,carr-finance,crt,Carrot Finance
2110,carrot-stable-coin,carrot,Carrot Stable Coin
2111,carrot-token,carrot,Carrot Token
2112,carry,cre,Carry
2113,carsautofinance,caf,CarsAutoFinance
2114,cartesi,ctsi,Cartesi
2115,carvertical,cv,carVertical
2116,case-closed,$caseclosed,Case Closed
2117,cash2,cash2,Cash2
2118,cashaa,cas,Cashaa
2119,cashbackpro,cbp,CashBackPro
2120,cashbet-coin,cbc,CBC.network
2121,cashcats,$cats,CashCats
2122,cashcow,cow,CashCow
2123,cashcow-finance,ccf,CashCow.Finance
2124,cashdog,cashdog,CashDog
2125,cash-flash,cft,Cash Flash
2126,cashhand,chnd,Cashhand
2127,cashio-token,cashio,Cashio Token
2128,cashpay,cpz,CashPay
2129,cash-tech,cate,Cash Tech
2130,casinocoin,csc,Casinocoin
2131,casper-defi,casper,Casper DeFi
2132,casper-network,cspr,Casper Network
2133,casperpad,cspd,CasperPad
2134,caspian,csp,Caspian
2135,castweet,ctt,Castweet
2136,cat,cat,CAT
2137,catbonk,cabo,Catbonk
2138,catboy,ctb,CatBoy
2139,catbread,catbread,CatBread
2140,catchy,catchy,Catchy
2141,catecoin,cate,CateCoin
2142,catemoon-inu,cate,Catemoon Inu
2143,catena-x,cex,Catena X
2144,cate-shiba,chiba,Cate Shiba
2145,catex-token,catt,Catex Token
2146,catge-coin,catge,Catge Coin
2147,catgirl,catgirl,Catgirl
2148,catnip,nip,CatNIP
2149,cato,cato,CATO
2150,catocoin,cato,CatoCoin
2151,cats-claw,claw,Cats Claw
2152,catscoin,cats,Catscoin
2153,cat-token,cat,Cat Token
2154,cat-trade-protocol,catx,CAT.trade Protocol
2155,catwoman,cw,CatWoman
2156,catzcoin,catz,CatzCoin
2157,cavapoo,cava,Cavapoo
2158,cave,cave,Crypto Cavemen
2159,cazi-cazi,cazi,Cazi Cazi
2160,cbbn-token,CBBN,CBBN Token
2161,cbdao,bree,CBDAO
2162,cbd-coin,cbd,CBD Coin
2163,cberry,cby,CBerry
2164,cbet-token,cbet,CBET Token
2165,cbi-index-7,cbix7,CBI Index 7
2166,cc,cc,CC
2167,ccomp,ccomp,cCOMP
2168,ccore,cco,Ccore
2169,ccswap,cc,CCSwap
2170,ccuniverse,uvu,CCUniverse
2171,cdai,cdai,cDAI
2172,cdzexchange,cdz,CDzExchange
2173,cedars,ceds,CEDARS
2174,ceek,ceek,CEEK Smart VR Token
2175,ceezee-safu,safu,CEEZEE SAFU
2176,celcoin,celc,CelCoin
2177,celeb,celeb,Celeb
2178,celer-network,celr,Celer Network
2179,celery,cly,Celery
2180,celestial,celt,Celestial
2181,celeum,clx,Celeum
2182,celletf,ecell,CellETF
2183,cellframe,cell,Cellframe
2184,celo,celo,Celo
2185,celo-dollar,cusd,Celo Dollar
2186,celo-euro,ceur,Celo Euro
2187,celostarter,cstar,CeloStarter
2188,celsius-degree-token,cel,Celsius Network
2189,centaur,cntr,Centaur
2190,centaurify,cent,Centaurify
2191,centcex,cenx,Centcex
2192,centercoin,cent,CENTERCOIN
2193,centerprime,cpx,CenterPrime
2194,centralex,cenx,Centralex
2195,centrality,cennz,Centrality
2196,centric-cash,cns,Centric Swap
2197,centrifuge,cfg,Centrifuge
2198,centurion,cnt,Centurion
2199,centurion-inu,cent,Centurion Inu
2200,cerberus,ccf,Cerberus Finance
2201,cerberusdao,3dog,CerberusDAO
2202,cerby-token,cerby,Cerby Token
2203,cerealia,cer,Cerealia
2204,cere-network,cere,Cere Network
2205,ceres,ceres,Ceres
2206,cerium,xce,Cerium
2207,certik,ctk,CertiK
2208,certrise,cert,CertRise
2209,certurium,crt,Certurium
2210,cerveza,cvza,Cerveza
2211,cetf,cetf,Cell ETF
2212,cexlt,clt,Cexlt
2213,cfl365-finance,cfl365,CFL365 Finance
2214,cforforum-token,cfo,Cfoforum Token
2215,cfx-quantum,cfxq,CFX Quantum
2216,chad-link-set,chadlink,Chad Link Set
2217,chads-vc,chads,CHADS VC
2218,chai,chai,Chai
2219,chain,chn,Chain
2220,chainbing,cbg,Chainbing
2221,chaincade,chaincade,ChainCade
2222,chaincoin,chc,Chaincoin
2223,chain-colosseum,colos,Chain Colosseum
2224,chainfi,cnfi,ChainFi
2225,chainflix,cfxt,Chainflix
2226,chain-flowers,cflo,Chain Flowers
2227,chain-games,chain,Chain Games
2228,chainge-finance,chng,Chainge Finance
2229,chain-guardians,cgg,Chain Guardians
2230,chainium,chx,WeOwn
2231,chainlink,link,Chainlink
2232,chainlink-nft-vault-nftx,cnhpd,Chainlink NFT Vault (NFTX)
2233,chainlist,clist,Chainlist
2234,chainpay,cpay,Chainpay
2235,chainsquare,chs,Chainsquare
2236,chainswap,asap,Chainswap
2237,chain-wars-essence,cwe,Chain Wars
2238,chainx,pcx,ChainX
2239,challengedac,chl,ChallengeDAC
2240,change,cag,Change
2241,changenow,now,ChangeNOW
2242,change-our-world,chg,Change Our World
2243,channels,can,Channels
2244,charg-coin,chg,Charg Coin
2245,chargedefi-charge,charge,ChargeDeFi Charge
2246,chargedefi-static,static,ChargeDeFi Static
2247,charged-particles,ionx,Charged Particles
2248,charitas,char,Charitas
2249,charity-alfa,mich,Charity Alfa
2250,charix-token,charix,Charix Token
2251,charizard-inu,charizard,Charizard Inu
2252,charli3,c3,Charli3
2253,charm,charm,Charm
2254,chartex,chart,ChartEx
2255,chbt,chbt,CHBT
2256,checkdot,cdt,CheckDot
2257,checoin,checoin,CheCoin
2258,cheecoin,chee,Cheecoin
2259,cheems,cheems,Cheems
2260,cheems-inu,$CINU,CHEEMS INU
2261,cheesecakeswap,ccake,CheesecakeSwap
2262,cheesedao,cheez,CheeseDAO
2263,cheesefry,cheese,CheeseFry
2264,cheesesoda-token,soda,CheeseSoda Token
2265,cheeseswap,chs,CheeseSwap
2266,cheese-swap,cheese,Cheese Swap
2267,chefcake,chefcake,ChefCake
2268,chellitcoin,chlt,Chellitcoin
2269,chemix-ecology-governance-token,kun,Chemix Ecology Governance Token
2270,cheqd-network,cheq,CHEQD Network
2271,cherry,cherry,Cherry
2272,cherrypick,cherry,CherryPick
2273,cherryswap,che,CherrySwap
2274,cherry-token,yt,Cherry Token
2275,chesscoin-0-32,chess,ChessCoin 0.32%
2276,chex-token,chex,CHEX Token
2277,chi,chi,Chi
2278,chia,xch,Chia
2279,chicken,kfc,Chicken
2280,chicken-zilla,chkn,Chicken Zilla
2281,chi-gastoken,chi,Chi Gastoken
2282,chi-gastoken-bsc,chi,Chi Gastoken (BSC)
2283,chihiro-inu,chiro,Chihiro Inu
2284,chihuahua,hua,Chihuahua
2285,chihuahuasol,chih,ChihuahuaSol
2286,chihuahuax,chihua,Chihuahuax
2287,chihua-token,chihua,Chihua Token
2288,chiliz,chz,Chiliz
2289,chilliswap,chli,ChilliSwap
2290,chimaera,chi,XAYA
2291,chimeras,chim,Chimeras
2292,chipstars,chips,Chipstars
2293,chipz,chpz,Chipz
2294,chiva-token,chiv,Chiva Token
2295,chives-coin,xcc,Chives Coin
2296,chonk,chonk,Chonk
2297,chopper-inu,CHOPPER,Chopper Inu
2298,chow-chow-finance,chow,Chow Chow Finance
2299,chow-inu,chow,Chow Inu
2300,christmas-bnb,xmasbnb,Christmas BNB
2301,chromaway,chr,Chromia
2302,chronicle,xnl,Chronicle
2303,chronic-token,cht,Chronic Token
2304,chronobank,time,chrono.tech
2305,chronobase,tik,ChronoBase
2306,chronologic,day,Chronologic
2307,chubbies,chubbies20,Chubbies
2308,chubbyakita,cakita,ChubbyAkita
2309,chubbydoge,cdoge,ChubbyDoge
2310,chubby-inu,chinu,Chubby Inu
2311,chumhum-finance,chum,Chumhum Finance
2312,chunghoptoken,chc,ChunghopToken
2313,cia,CIA,CIA
2314,cifculation,clc,Cifculation
2315,cindicator,cnd,Cindicator
2316,cindrum,cind,Cindrum
2317,cine-media-celebrity-coin,cmccoin,CINE MEDIA CELEBRITY COIN
2318,cipher,cpr,CIPHER
2319,circleex,cx,CircleEx
2320,circlepod,cpx,Circlepod
2321,circleswap,cir,CircleSwap
2322,circuits-of-value,coval,Circuits of Value
2323,ciredo,cir,Ciredo
2324,cirquity,cirq,Cirquity
2325,cirrus,crs,Cirrus
2326,cirus,cirus,Cirus
2327,citadel,ctl,Citadel
2328,citadel-one,xct,Citadel.one
2329,cities-vault-nftx,cities,CITIES Vault (NFTX)
2330,citizen-finance,cifi,Citizen Finance
2331,city-coin,city,City Coin
2332,citystates-medieval,csm,CityStates Medieval
2333,civic,cvc,Civic
2334,civilization,civ,Civilization
2335,civitas,civ,Civitas
2336,claim,claim,Claim
2337,clams,clam,Clams
2338,clash-token,sct,Clash Token
2339,classicbitcoin,cbtc,ClassicBitcoin
2340,classicdoge,xdoge,ClassicDoge
2341,classzz,czz,ClassZZ
2342,cleanocean,clean,CleanOcean
2343,clear-coin,clr,Clear Coin
2344,clearpoll,poll,ClearPoll
2345,clearpool,cpool,Clearpool
2346,clientelecoin,clt,ClienteleCoin
2347,climb-token-finance,climb,Climb Token Finance
2348,clintex-cti,cti,ClinTex CTi
2349,cloakcoin,cloak,Cloakcoin
2350,clock-vault-nftx,clock,CLOCK Vault (NFTX)
2351,cloud9bsc-finance,cloud9,Cloud9bsc.finance
2352,cloudbric,clbk,Cloudbric
2353,cloutcontracts,ccs,CloutContracts
2354,clover,clv,Clover
2355,clover-finance,clv,Clover Finance
2356,clown-coin,clown,Clown Coin
2357,club-atletico-independiente,cai,Club Atletico Independiente Fan Token
2358,clubcoin,club,Clubcoin
2359,club-donkey,cdonk,Club Donkey
2360,clube-atletico-mineiro-fan-token,galo,Clube Atlético Mineiro Fan Token
2361,clucoin,clu,CluCoin
2362,clytie,cly,Clytie
2363,cmc-coin,cmcc,CMC Coin
2364,cmitcoin,cmit,CMITCOIN
2365,cng-casino,cng,CNG Casino
2366,cnn,cnn,Content Neutrality Network
2367,cnns,cnns,CNNS
2368,cnyq-stablecoin-by-q-dao-v1,cnyq,CNYQ Stablecoin by Q DAO v1.0
2369,coalculus,coal,Coalculus
2370,cobak-token,cbk,Cobak Token
2371,coban,coban,COBAN
2372,cobragoose,CBG,CobraGoose
2373,cocaine-cowboy-shards,coke,Cocaine Cowboy Shards
2374,cockapoo,cpoo,Cockapoo
2375,cocktail,cocktail,Cocktail
2376,cocktailbar,coc,cocktailbar.finance
2377,cocoin,cocoin,Cocoin
2378,cocos-bcx,cocos,COCOS BCX
2379,coco-swap,coco,Coco Swap
2380,codeo-token,codeo,CODEO TOKEN
2381,codex,cdex,Codex
2382,codex-finance,codex,CODEX Finance
2383,coffe-1-st-round,cff,Coffe
2384,coffeecoin,cof,CoffeeCoin
2385,coffin-dollar,cousd,Coffin Dollar
2386,coffin-finance,coffin,Coffin Finance
2387,cofinex,cnx,Cofinex
2388,cofix,cofi,CoFiX
2389,cogecoin,coge,Cogecoin
2390,cogiverse,cogi,9D NFT
2391,coic,coic,COIC Token
2392,coil-crypto,coil,Coil
2393,coin,coin,Coin
2394,coin4trade,c4t,Coin4Trade
2395,coin98,c98,Coin98
2396,coinalpha,alp,CoinAlpha
2397,coin-artist,coin,Coin Artist
2398,coinary-token,cyt,Coinary Token
2399,coinbase-stock,coin,Coinbase Tokenized Stock on FTX
2400,coinbase-stock-bittrex,coin,Coinbase Tokenized Stock on Bittrex
2401,coinbene-future-token,cft,CoinBene Future Token
2402,coinbene-token,coni,Coinbene Token
2403,coinburp,burp,CoinBurp
2404,coin-capsule,caps,Ternoa
2405,coinclaim,clm,CoinClaim
2406,coindeal-token,cdl,CoinDeal Token
2407,coin-discovery,codi,Coin Discovery
2408,coindom,scc,Stem Cell Coin
2409,coinex-token,cet,CoinEx Token
2410,coinfi,cofi,CoinFi
2411,coinfirm-amlt,amlt,AMLT Network
2412,coinflect,cflt,Coinflect
2413,coin-guardian,cgd,Coin Guardian
2414,coinhunters,chtrv2,Coinhunters
2415,coinlancer,cl,Coinlancer
2416,coinlion,lion,CoinLion
2417,coinloan,clt,CoinLoan
2418,coinmeet,meet,CoinMeet
2419,coinmerge,cmerge,CoinMerge
2420,coinmerge-bsc,cmerge,CoinMerge (BSC)
2421,coinmetro,xcm,CoinMetro
2422,coinmooner,mooner,CoinMooner
2423,coinnec,coi,Coinnec
2424,coin-of-nature,con,Coin of Nature
2425,coin-of-the-champions,coc,Coin of the champions
2426,coinone-token,cone,CoinOne Token
2427,coin-oracle,ora,Coin Oracle
2428,coinpoker,chp,CoinPoker
2429,coinracer,crace,Coinracer
2430,coin-sack,cs,Coin Sack
2431,coinsbit-token,cnb,Coinsbit Token
2432,coinscope,coinscope,Coinscope
2433,coinspaid,cpd,CoinsPaid
2434,coinstox,csx,Coinstox
2435,coinsuper-ecosystem-network,cen,Coinsuper Ecosystem Network
2436,coinswap,coins,CoinSwap
2437,coinswap-space,css,CoinSwap Space
2438,coin-to-fish,CTFT,Coin To Fish
2439,cointorox,orox,Cointorox
2440,cointribe,ctribe,CoinTribe
2441,cointribute,ctb,Cointribute
2442,coinversation,cto,Coinversation
2443,coinwind,cow,CoinWind
2444,coinxpad,cxpad,CoinxPad
2445,coinzoom-token,zoom,CoinZoom Token
2446,cola-token,cola,Cola Token
2447,cold-finance,cold,Cold Finance
2448,coldstack,cls,Coldstack
2449,collar-dobe-defender,collar,Collar: Dobe Defender
2450,collateral-pay,coll,Collateral Pay
2451,collateral-pay-governance,collg,Collateral Pay Governance
2452,collectcoin,clct,CollectCoin
2453,collectible,collt,Collectible
2454,collective,co2,Collective
2455,collective-vault-nftx,collective,COLLECTIVE Vault (NFTX)
2456,collector-coin,ags,Collector Coin
2457,collegecoinnetwork,ccn,CollegeCoinNetwork
2458,collegicoin,clg,Collegicoin
2459,colligo-token,cotk,Colligo Token
2460,colony,cly,Colony
2461,color,clr,Color Platform
2462,colossuscoinxt,colx,ColossusXT
2463,combine-finance,comb,Combine.finance
2464,combo-2,comb,Combo
2465,comdex,cmdx,Comdex
2466,comfytoken,comfy,ComfyToken
2467,commercium,cmm,Commercium
2468,commons-earth,com,Commons Earth
2469,communifty,cnft,Communifty
2470,community-business-token,cbt,Community Business Token
2471,community-chain,comc,Community Chain
2472,community-coin-2,ctc,Community Coin Token
2473,community-coin-token,cmc,Community Coin
2474,community-doge-coin,ccdoge,Community Doge Coin
2475,communitytoken,ct,Cojam
2476,comodo-coin,cmd,Comodo Coin
2477,complete-humanity,humanity,Complete Humanity
2478,complifi,comfi,CompliFi
2479,complus-network,com,Complus Network
2480,component,cmp,Component
2481,compound-0x,czrx,c0x
2482,compound-augur,crep,cREP
2483,compound-basic-attention-token,cbat,cBAT
2484,compound-coin,comp,Compound Coin
2485,compounder,cp3r,Compounder
2486,compound-ether,ceth,cETH
2487,compound-governance-token,comp,Compound
2488,compound-maker,cmkr,cMKR
2489,compound-sai,csai,cSAI
2490,compound-sushi,csushi,cSUSHI
2491,compound-uniswap,cuni,cUNI
2492,compound-usd-coin,cusdc,cUSDC
2493,compound-usdt,cusdt,cUSDT
2494,compound-wrapped-btc,cwbtc,cWBTC
2495,compound-wrapped-btc-legacy,cwbtc,cWBTC (Legacy)
2496,compound-yearn-finance,cyfi,cYFI
2497,comsa,cms,COMSA
2498,conceal,ccx,Conceal
2499,concentrated-voting-power,cvp,PowerPool Concentrated Voting Power
2500,concern-proverty-chain,chy,Concern Poverty Chain
2501,concierge-io,ava,Travala.com
2502,condensate,rain,Condensate
2503,conegame,conegame,ConeGame
2504,conflux-token,cfx,Conflux
2505,conjure,cnj,Conjure
2506,connect-business-network,cbn,Connect Business Network
2507,connect-coin,xcon,Connect Coin
2508,connect-financial,cnfi,Connect Financial
2509,connectjob,cjt,ConnectJob
2510,connectome,cntm,Connectome
2511,consentium,csm,Consentium
2512,constellation-labs,dag,Constellation
2513,constitutiondao,people,ConstitutionDAO
2514,contentbox,box,ContentBox
2515,contentos,cos,Contentos
2516,content-value-network,cvnt,Conscious Value Network
2517,continuum-world,um,Continuum World
2518,contracoin,ctcn,Contracoin
2519,contraction-dynamic-set-dollar,cdsd,Contraction Dynamic Set Dollar
2520,contracto,lock,Contracto
2521,contribute,trib,Contribute
2522,conun,con,CONUN
2523,convergence,conv,Convergence
2524,converter-finance,con,Converter Finance
2525,convex-crv,cvxcrv,Convex CRV
2526,convex-finance,cvx,Convex Finance
2527,cook,cook,Cook
2528,cool-cats,cool20,Cool Cats
2529,cool-vault-nftx,cool,COOL Vault (NFTX)
2530,coomcoin,coom,CoomCoin
2531,coop-network,coop,Coop Network
2532,cope,cope,Cope
2533,copiosa,cop,Copiosa
2534,cops-finance,cops,Cops Finance
2535,copuppy,cp,CoPuppy
2536,copycat-finance,copycat,Copycat Finance
2537,coral-swap,coral,Coral Swap
2538,cord-finance,cord,CORD.Finance
2539,core,cmcx,CORE MultiChain
2540,corestarter,cstr,CoreStarter
2541,coreto,cor,Coreto
2542,corgicoin,corgi,CorgiCoin
2543,corgidoge,corgi,Corgidoge
2544,corgi-inu,corgi,Corgi Inu
2545,corginftgame,cor,CorgiNFTGame
2546,corgiswap,coris,CorgiSwap
2547,corionx,corx,CorionX
2548,corn,corn,CORN
2549,cornichon,corn,Cornichon
2550,cornucopias,copi,Cornucopias
2551,corra-finance,cora,Corra.Finance
2552,corsac,csct,Corsac
2553,cortex,ctxc,Cortex
2554,coshi-inu,coshi,CoShi Inu
2555,cosmic-coin,cosmic,Cosmic Coin
2556,cosmic-music,csmc,Cosmic Music
2557,cosmicswap,cosmic,CosmicSwap
2558,cosmic-universe-magic-token,magic,Cosmic Universe Magic Token
2559,cosmo-coin,cosm,Cosmo Coin
2560,cosmos,atom,Cosmos
2561,cosmostarter,csms,Cosmostarter
2562,cosplay-token,cot,Cosplay Token (OLD)
2563,cosplay-token-2,cot,Cosplay Token
2564,cost-coin,akm,COST COIN+
2565,coti,coti,COTI
2566,cotrader,cot,CoTrader
2567,couchain,cou,Couchain
2568,cougar-token,cgs,Cougar Token
2569,council-of-apes,coape,Council of Apes
2570,counos-coin,cca,Counos Coin
2571,counosx,ccxx,CounosX
2572,counterparty,xcp,Counterparty
2573,county-metaverse,county,County Metaverse
2574,cousin-doge,cousindoge,Cousin Doge
2575,covalent,cqt,Covalent
2576,covalent-cova,cova,Cova Unity
2577,covercompared,cvr,CoverCompared
2578,cover-protocol,cover,Cover Protocol
2579,covesting,cov,Covesting
2580,covicoin,cvc,CoviCoin
2581,covid-token,covidtoken,Covid Token
2582,cow-inu,ci,Cow Inu
2583,cowry,cow,COWRY
2584,coxswap,cox,Coxswap
2585,cpchain,cpc,CPChain
2586,cpcoin,cpc,CPCoin
2587,cpos-cloud-payment,cpos,CPOS Cloud Payment
2588,cprop,cprop,CPROP
2589,cpuchain,cpu,CPUchain
2590,cpucoin,cpu,CPUcoin
2591,crabada,cra,Crabada
2592,crafting-finance,crf,Crafting Finance
2593,cranberry,crnbry,Cranberry
2594,cranx-chain,granx,GranX Chain
2595,cratos,crts,Cratos
2596,crave,crave,Crave
2597,crazy-bunny-equity-token,cbunny,Crazy Bunny Equity Token
2598,crazytime,crazytime,CrazyTime
2599,crb-coin,crb,CRB Coin
2600,crd-network,crd,CRD Network
2601,crdt,CRDT,CRDT
2602,cream,crm,Creamcoin
2603,cream-2,cream,Cream
2604,cream-eth2,creth2,Cream ETH 2
2605,creampye,pye,Creampye
2606,creaticles,cre8,Creaticles
2607,creativecoin,crea,CREA
2608,creator-platform,ctr,Creator Platform
2609,creator-protocol,cre,Creator Protocol
2610,credefi,credi,Credefi
2611,credit,credit,TerraCredit
2612,credit-2,CREDIT,PROXI DeFi
2613,creditcoin-2,ctc,Creditcoin
2614,credits,cs,CREDITS
2615,credmark,cmk,Credmark
2616,creed-finance,creed,Creed Finance
2617,crespo,cso,Crespo
2618,crevacoin,creva,Crevacoin
2619,crex-token,crex,Crex Token
2620,cribnb,crb,Cribnb
2621,cricket-foundation,cric,Cricket Foundation
2622,crimecash,ccash,CrimeCash
2623,crimegold,cgold,CrimeGold
2624,criptoro-coin,ctro,Criptoro Coin
2625,crir-msh,msh,CRIR MSH
2626,croat,croat,CROAT
2627,cronaswap,crona,CronaSwap
2628,cropbytes,cbx,CropBytes
2629,cropperfinance,crp,CropperFinance
2630,cross-chain-bch,ccbch,Cross-Chain BCH
2631,cross-chain-bridge-token,bridge,Cross-Chain Bridge Token
2632,cross-chain-capital,ccc,Cross Chain Capital
2633,cross-chain-farming,CCF,Cross Chain Farming
2634,crosschain-iotx,ciotx,Crosschain IOTX
2635,crossfi,crfi,CrossFi
2636,crossing-the-yellow-blocks,cbk,Crossing the Yellow Blocks
2637,crosspad,cross,CrossPad
2638,crossswap,cswap,CrossSwap
2639,crosswallet,cwt,CrossWallet
2640,crowdclassic,crcl,CRowdCLassic
2641,crowdhero,crwd,CrowdHero
2642,crowd-machine,cmct,Crowd Machine
2643,crown,crw,Crown
2644,crowns,cws,Seascape Crowns
2645,crowny-token,crwny,Crowny Token
2646,crow-token,crow,Crow
2647,croxswap,crox,CroxSwap
2648,crude-token,crude,Crude Token
2649,crunch,crunch,Crunchy
